Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL141950  	Storm Name : MIKE           	Date range is : 19501025 - 19501028 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL151950  	Storm Name :                	Date range is : 19501027 - 19501029 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL161950  	Storm Name :                	Date range is : 19501110 - 19501112 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL011951  	Storm Name :                	Date range is : 19510102 - 19510112 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL021951  	Storm Name : ABLE           	Date range is : 19510516 - 19510524 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL031951  	Storm Name : BAKER          	Date range is : 19510802 - 19510805 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL041951  	Storm Name : CHARLIE        	Date range is : 19510812 - 19510823 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :4  
StormID : AL051951  	Storm Name : DOG            	Date range is : 19510827 - 19510905 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL061951  	Storm Name : EASY           	Date range is : 19510901 - 19510914 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : AL071951  	Storm Name : FOX            	Date range is : 19510902 - 19510911 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL081951  	Storm Name : GEORGE         	Date range is : 19510919 - 19510922 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL091951  	Storm Name : HOW            	Date range is : 19510929 - 19511011 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL101951  	Storm Name : ITEM           	Date range is : 19511012 - 19511017 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL111951  	Storm Name : JIG            	Date range is : 19511015 - 19511020 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : AL121951  	Storm Name :                	Date range is : 19511203 - 19511212 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL011952  	Storm Name :                	Date range is : 19520202 - 19520205 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL021952  	Storm Name : ABLE           	Date range is : 19520818 - 19520903 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL031952  	Storm Name :                	Date range is : 19520827 - 19520828 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL041952  	Storm Name : BAKER          	Date range is : 19520831 - 19520910 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : AL051952  	Storm Name :                	Date range is : 19520908 - 19520914 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL061952  	Storm Name : CHARLIE        	Date range is : 19520924 - 19521001 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL071952  	Storm Name : DOG            	Date range is : 19520924 - 19520930 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL081952  	Storm Name :                	Date range is : 19520925 - 19520930 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL091952  	Storm Name : EASY           	Date range is : 19521006 - 19521011 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL101952  	Storm Name : FOX            	Date range is : 19521020 - 19521028 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :4  
StormID : AL111952  	Storm Name :                	Date range is : 19521124 - 19521130 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL011953  	Storm Name : ALICE          	Date range is : 19530525 - 19530607 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :3  
StormID : AL021953  	Storm Name :                	Date range is : 19530711 - 19530716 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL031953  	Storm Name : BARBARA        	Date range is : 19530811 - 19530816 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :3  
StormID : AL041953  	Storm Name : CAROL          	Date range is : 19530828 - 19530909 	Highest Maximum Knots are : 140 	Date :          	Time of Landfall are :2  
StormID : AL051953  	Storm Name :                	Date range is : 19530829 - 19530901 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL061953  	Storm Name : DOLLY          	Date range is : 19530908 - 19530916 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :1  
StormID : AL071953  	Storm Name : EDNA           	Date range is : 19530915 - 19530921 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL081953  	Storm Name :                	Date range is : 19530915 - 19530921 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL091953  	Storm Name : FLORENCE       	Date range is : 19530923 - 19530927 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :1  
StormID : AL101953  	Storm Name : GAIL           	Date range is : 19531002 - 19531012 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL111953  	Storm Name :                	Date range is : 19531003 - 19531008 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL121953  	Storm Name : HAZEL          	Date range is : 19531007 - 19531016 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :2  
StormID : AL131953  	Storm Name :                	Date range is : 19531123 - 19531126 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL141953  	Storm Name :                	Date range is : 19531207 - 19531209 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL011954  	Storm Name :                	Date range is : 19540528 - 19540531 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL021954  	Storm Name :                	Date range is : 19540618 - 19540625 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL031954  	Storm Name : ALICE          	Date range is : 19540624 - 19540627 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :1  
StormID : AL041954  	Storm Name :                	Date range is : 19540710 - 19540714 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL051954  	Storm Name : BARBARA        	Date range is : 19540727 - 19540730 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL061954  	Storm Name : CAROL          	Date range is : 19540825 - 19540901 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :2  
StormID : AL071954  	Storm Name : DOLLY          	Date range is : 19540831 - 19540904 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL081954  	Storm Name : EDNA           	Date range is : 19540905 - 19540914 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :3  
StormID : AL091954  	Storm Name :                	Date range is : 19540906 - 19540908 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL101954  	Storm Name : FLORENCE       	Date range is : 19540910 - 19540912 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : AL111954  	Storm Name :                	Date range is : 19540915 - 19540918 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : AL121954  	Storm Name : GILDA          	Date range is : 19540924 - 19540930 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :1  
StormID : AL131954  	Storm Name :                	Date range is : 19540925 - 19541007 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : AL141954  	Storm Name : HAZEL          	Date range is : 19541005 - 19541018 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :5  
StormID : AL151954  	Storm Name :                	Date range is : 19541116 - 19541121 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : AL161954  	Storm Name : ALICE          	Date range is : 19541230 - 19550106 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL011955  	Storm Name : BRENDA         	Date range is : 19550731 - 19550803 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :1  
StormID : AL021955  	Storm Name : CONNIE         	Date range is : 19550803 - 19550815 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :1  
StormID : AL031955  	Storm Name : DIANE          	Date range is : 19550807 - 19550823 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL041955  	Storm Name : EDITH          	Date range is : 19550821 - 19550905 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : AL051955  	Storm Name :                	Date range is : 19550825 - 19550828 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : AL061955  	Storm Name : FLORA          	Date range is : 19550902 - 19550909 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL071955  	Storm Name : GLADYS         	Date range is : 19550903 - 19550906 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :1  
StormID : AL081955  	Storm Name : IONE           	Date range is : 19550910 - 19550927 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :1  
StormID : AL091955  	Storm Name : HILDA          	Date range is : 19550912 - 19550920 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :4  
StormID : AL101955  	Storm Name : JANET          	Date range is : 19550921 - 19550930 	Highest Maximum Knots are : 150 	Date :          	Time of Landfall are :4  
StormID : AL111955  	Storm Name :                	Date range is : 19550923 - 19550928 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL121955  	Storm Name :                	Date range is : 19551010 - 19551014 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : AL131955  	Storm Name : KATIE          	Date range is : 19551014 - 19551019 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :1  
StormID : AL011956  	Storm Name :                	Date range is : 19560612 - 19560615 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL021956  	Storm Name : ANNA           	Date range is : 19560725 - 19560727 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :1  
StormID : AL031956  	Storm Name : BETSY          	Date range is : 19560809 - 19560821 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL041956  	Storm Name : CARLA          	Date range is : 19560907 - 19560916 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
